title,link
It’s a way out…..,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/it-s-a-way-out/td-p/547756
Tired of asking for help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tired-of-asking-for-help/td-p/547696
Struggling,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling/td-p/547241
Alcohol and self harm,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/alcohol-and-self-harm/td-p/547401
struggling to cope with intrusive thoughts of risky behavior/sh,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling-to-cope-with-intrusive-thoughts-of-risky-behavior-sh/td-p/547466
Suicide help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicide-help/td-p/542765
I lose my free will when I'm not allowed to choose death,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-lose-my-free-will-when-i-m-not-allowed-to-choose-death/td-p/544550
Struggling so much,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling-so-much/td-p/546855
??? Whats wrong,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/whats-wrong/td-p/515807
What next?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/what-next/td-p/546757
Update I guess,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/update-i-guess/td-p/547120
Finally I have broken,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/finally-i-have-broken/td-p/546837
3 hospital visits,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/3-hospital-visits/td-p/546461
Suicidal,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal/td-p/545483
DEPRESSION IS COMPLICATED,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/depression-is-complicated/td-p/545216
Trigger warning. Just venting,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/trigger-warning-just-venting/td-p/545902
So where do I go from here,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/so-where-do-i-go-from-here/td-p/545123
TW SH Venting,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tw-sh-venting/td-p/546160
Poor Mental Health... Again.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/poor-mental-health-again/td-p/541504
"Mens emotions, sledging, bullying and toughening up",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/mens-emotions-sledging-bullying-and-toughening-up/td-p/544259
Should i tell my therapist that I want to kill myself,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/should-i-tell-my-therapist-that-i-want-to-kill-myself/td-p/545429
Limit to support,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/limit-to-support/td-p/545648
Recovery from suicide attempt,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/recovery-from-suicide-attempt/td-p/545181
How to save yourself- from yourself,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-to-save-yourself-from-yourself/td-p/545409
Non-suicidal self harm over 50,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/non-suicidal-self-harm-over-50/td-p/545364
Help in seeking help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/help-in-seeking-help/td-p/545130
"Thoughts about self-harm, past struggle with suicidality",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/thoughts-about-self-harm-past-struggle-with-suicidality/td-p/544853
no life direction,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/no-life-direction/td-p/544584
Sad and unhappy,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/sad-and-unhappy/td-p/544738
Scared of religion and suicide thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/scared-of-religion-and-suicide-thoughts/td-p/544401
self harm is out of control,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/self-harm-is-out-of-control/td-p/544342
I have run out of hope,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-have-run-out-of-hope/td-p/16400
Correctional Services toxic workplace,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/correctional-services-toxic-workplace/td-p/543645
Young daughter has self-harm activities and suicide thought constantly.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/young-daughter-has-self-harm-activities-and-suicide-thought/td-p/544079
Need help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/need-help/td-p/544061
It shouldn’t be this hard,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/it-shouldn-t-be-this-hard/td-p/543010
When family say hurtful things. Trigger warning *mention of suicide,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/when-family-say-hurtful-things-trigger-warning-mention-of/td-p/542115
You ever feel like life is meaningless at a base level,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/you-ever-feel-like-life-is-meaningless-at-a-base-level/td-p/542907
Non stop pain,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/non-stop-pain/td-p/542902
Deuce,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/deuce/td-p/17613
I’m exhausted,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-exhausted/td-p/542665
So sad,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/so-sad/td-p/24450
IM GAY! and its killing me....,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/im-gay-and-its-killing-me/td-p/542517
I think I am insane,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-think-i-am-insane/td-p/542345
Not sure what to do,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/not-sure-what-to-do/td-p/542326
Losing myself again,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/losing-myself-again/td-p/542060
In a state of Ambivalence,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/in-a-state-of-ambivalence/td-p/542022
Self harm & suicidal thoughts returned,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/self-harm-amp-suicidal-thoughts-returned/td-p/542156
How to ask for help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-to-ask-for-help/td-p/541967
Living only for others,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/living-only-for-others/td-p/541495
Just need to vent in a safe place.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/just-need-to-vent-in-a-safe-place/td-p/28325
Lost new mum,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/lost-new-mum/td-p/540938
why i’m still here,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/why-i-m-still-here/td-p/541194
Suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-thoughts/td-p/540520
Bipolar ups and downs,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/bipolar-ups-and-downs/td-p/540003
I was doing so well... but I relapsed :(,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-was-doing-so-well-but-i-relapsed/td-p/154
is there a Mental Health System??,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/is-there-a-mental-health-system/td-p/538629
i'm not too sure,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-not-too-sure/td-p/29490
Why why why cant i leave,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/why-why-why-cant-i-leave/td-p/538872
Psychosis stole my art skills and my will to live.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/psychosis-stole-my-art-skills-and-my-will-to-live/td-p/539760
Hamster on a wheel,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hamster-on-a-wheel/td-p/539180
Want it to just STOP!!!!,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/want-it-to-just-stop/td-p/538642
Am I alone?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/am-i-alone/td-p/30254
"A life depressed, and in decline",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/a-life-depressed-and-in-decline/td-p/5921
Life after an attempt,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/life-after-an-attempt/td-p/9768
Forums OutageToday - Beyond Blue’s new Forums experience is going live on Tuesday 5 July 2022!,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/forums-outagetoday-beyond-blue-s-new-forums-experience-is-going/td-p/921
Surviving suicide,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/surviving-suicide/td-p/34236
I have had multiple attempts to end my life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-have-had-multiple-attempts-to-end-my-life/td-p/34843
Self-Harm Depression and Anxiety,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/self-harm-depression-and-anxiety/td-p/19023
Am I suicidal?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/am-i-suicidal/td-p/9147
Struggling to stay afloat,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/struggling-to-stay-afloat/td-p/1539
Am I suicidal?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/am-i-suicidal/td-p/22714
Never been so lost (content warning: distressing themes),https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/never-been-so-lost-content-warning-distressing-themes/td-p/21863
No help for the desperate,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/no-help-for-the-desperate/td-p/15297
Sky high and saddened completely,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/sky-high-and-saddened-completely/td-p/29150
I’m depressed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-depressed/td-p/20157
So alone but no one knows,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/so-alone-but-no-one-knows/td-p/24560
Suicidal but not suffering.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/suicidal-but-not-suffering/td-p/6362
I think I should be in hospital...,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-think-i-should-be-in-hospital/td-p/15750
There must be a restart button somewhere,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/there-must-be-a-restart-button-somewhere/td-p/15652
I’m tired of the fighting the voice inside of my head everyday,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-m-tired-of-the-fighting-the-voice-inside-of-my-head-everyday/td-p/793
Feeling alone and tired if life,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/feeling-alone-and-tired-if-life/td-p/20282
"I can not help but self harm, I just want it all to stop.",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-can-not-help-but-self-harm-i-just-want-it-all-to-stop/td-p/9913
probably just puberty.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/probably-just-puberty/td-p/16290
Tell us your thoughts - What's kept or keeping you here?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tell-us-your-thoughts-what-s-kept-or-keeping-you-here/td-p/395906
The only way to win this game is not play at all,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/the-only-way-to-win-this-game-is-not-play-at-all/td-p/2962
Sad.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/sad/td-p/15598
How to talk about thoughts of self-harm and maybe death,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-to-talk-about-thoughts-of-self-harm-and-maybe-death/td-p/28507
Over life again,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/over-life-again/td-p/6558
Do you see people differently after finding out about there suicide attempt?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/do-you-see-people-differently-after-finding-out-about-there/td-p/18917
im struggling,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/im-struggling/td-p/16148
Im so tired and I dont have the strength to fight this anymore,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/im-so-tired-and-i-dont-have-the-strength-to-fight-this-anymore/td-p/19411
Will this ever end?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/will-this-ever-end/td-p/29657
Very lost,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/very-lost/td-p/31698
Embarrassed,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/embarrassed/td-p/5699
Needing someone to talk to,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/needing-someone-to-talk-to/td-p/19010
So Tired of Battling My Mind,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/so-tired-of-battling-my-mind/td-p/11796
13 year old boy in highschool - feeling suicidal,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/13-year-old-boy-in-highschool-feeling-suicidal/td-p/30986
Wits end,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/wits-end/td-p/23976
Tired of pain,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/tired-of-pain/td-p/21136
I have 0 reason for it,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-have-0-reason-for-it/td-p/30162
Don't know why I'm like this...,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/don-t-know-why-i-m-like-this/td-p/18331
Visualising it,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/visualising-it/td-p/19666
Anxiety and medication,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/anxiety-and-medication/td-p/20255
Relapsing,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/relapsing/td-p/8748
I need help,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-need-help/td-p/16586
Curious if anybody feels the same?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/curious-if-anybody-feels-the-same/td-p/13592
Hi again.,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/hi-again/td-p/1733
Prayer for Work Colleague,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/prayer-for-work-colleague/td-p/9936
Desperate for Psychiatrist assistance,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/desperate-for-psychiatrist-assistance/td-p/21377
How to process and deal with a recent suicide attempt,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-to-process-and-deal-with-a-recent-suicide-attempt/td-p/19788
Failed my first class at Tafe,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/failed-my-first-class-at-tafe/td-p/18358
Would you and how to tell your GP you self harm?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/would-you-and-how-to-tell-your-gp-you-self-harm/td-p/25979
I don’t know if I can keep living like this?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-don-t-know-if-i-can-keep-living-like-this/td-p/26571
Searching,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/searching/td-p/46463
"I contemplate if ever, for logical reasons",https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/i-contemplate-if-ever-for-logical-reasons/td-p/38576
Trying to get better buts its an act,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/trying-to-get-better-buts-its-an-act/td-p/9079
Regular suicidal thoughts,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/regular-suicidal-thoughts/td-p/24895
Can't face losing my cat,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/can-t-face-losing-my-cat/td-p/29245
how am i supposed to cope with constant suicidal ideation?,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/how-am-i-supposed-to-cope-with-constant-suicidal-ideation/td-p/26341
running out of options,https://forums.beyondblue.org.au/t5/suicidal-thoughts-and-self-harm/running-out-of-options/td-p/50164
